"Scrip Code","Symbol","Scrip Name","Haircut %","ISIN","Broker limit reached","Cash Equivalent","Pledge allowed"
"UTIBANKING-DR","UTIBANKING-DR","UTI BANKING AND FINANCIAL SERVICES FUND - IDCW REINVESTMENT PLAN","25","INF789F01364","No","No","Yes"
"RGBLD2-DP","RGBLD2-DP","INVESCO INDIA LARGECAP FUND - DIRECT PLAN IDCW PAYOUT","25","INF205K01KZ1","No","No","Yes"
"LCEFD1-DDP","LCEFD1-DDP","LIC MF FLEXI CAP FUND-DIRECT PLAN-DIVIDEND-IDCW PAYOUT","25","INF767K01EF5","No","No","Yes"
"500020","BOMDYEING","Bombay Dyeing & Mfg Company Li","23.59","INE032A01023","No","No","Yes"
"CABPDG-GR","CABPDG-GR","CANARA ROBECO BANKING AND PSU DEBT FUND DIRECT PLAN  GROWTH","25","INF760K01KC4","No","No","Yes"
"509966","VSTIND","VST Industries Limited","20.6","INE710A01016","No","No","Yes"
"500830","COLPAL","Colgate Palmolive (India) Limi","20","INE259A01022","No","No","Yes"
"079C-DR","079C-DR","SBI SAVINGS FUND - REGULAR PLAN - WEEKLY IDCW REINVESTMENT","25","INF200K01677","No","Yes","Yes"
"IC3461-DR","IC3461-DR","ICICI PRUDENTIAL NIFTY MIDCAP 150 INDEX FUND - IDCW REINVESTMENT","25","INF109KC1W41","No","No","Yes"
"SBD348M-DR","SBD348M-DR","SBI BANKING AND PSU FUND DIRECT MONTHLY IDCW REINVESTMENT","25","INF200K01V57","No","No","Yes"
"FR414P-DP","FR414P-DP","FRANKLIN INDIA TECHNOLOGY FUND - DIRECT IDCW PAYOUT","25","INF090I01FF3","No","No","Yes"
"DS772-DR","DS772-DR","DSP EQUITY OPPORTUNITIES FUND - DIRECT PLAN - IDCW REINVESTMENT","25","INF740K01PN2","No","No","Yes"
"SBD661D-DR","SBD661D-DR","SBI NIFTY MIDCAP 150 INDEX FUND - DIRECT PLAN - IDCW REINVESTMENT","25","INF200KA12P1","No","No","Yes"
"UTSTQDR-DR","UTSTQDR-DR","UTI SHORT DURATION FUND-REGULAR PLAN QUARTERLY-IDCW REINVESTMENT","25","INF789FA1R58","No","No","Yes"
"FR424P-DP","FR424P-DP","FRANKLIN INDIA EQUITY HYBRID FUND - DIRECT IDCW PAYOUT","25","INF090I01GA2","No","No","Yes"
"ICICI1748P-DP-Q","ICICI1748P-DP-Q","ICICI PRUDENTIAL ULTRA SHORT TERM FUND - QUARTERLY IDCW PAYOUT","25","INF109K01TT9","No","No","Yes"
"QUQMDG-GR","QUQMDG-GR","QUANT QUANTAMENTAL FUND DIRECT PLAN - GROWTH","25","INF966L01AK9","No","No","Yes"
"GSAD-DP","GSAD-DP","NIPPON INDIA VISION FUND DIRECT PLAN DIVIDEND PLAN IDCW PAYOUT","25","INF204K01F04","No","No","Yes"
"BS68A-DP","BS68A-DP","ADITYA BIRLA SUN LIFE ESG INTEGRATION STRATEGY FUND-NORMAL PLAN-IDCW PAYOUT","25","INF209KB1U50","No","No","Yes"
"F168-GR","F168-GR","FRANKLIN INDIA MONEY MARKET FUND-GROWTH","25","INF090I01CA1","No","Yes","Yes"
"IC9706-DR","IC9706-DR","ICICI PRUDENTIAL TRANSPORTATION AND LOGISTICS FUND - DIRECT PLAN - IDCW REINVESTMENT","25","INF109KC14K7","No","No","Yes"
"SBD575D-DR","SBD575D-DR","SBI EQUITY MINIMUM VARIANCE FUND - DIRECT PLAN - IDCW REINVESTMENT","25","INF200KA1A97","No","No","Yes"
"BAMLRG-GR","BAMLRG-GR","BANK OF INDIA MULTICAP FUND REGULAR PLAN - GROWTH","25","INF761K01FU4","No","No","Yes"
"UTESG1-GR","UTESG1-GR","UTI EQUITY SAVINGS FUND - DIRECT GROWTH PLAN - GROWTH","25","INF789F1A777","No","No","Yes"
"MONNGD-GR","MONNGD-GR","MOTILAL OSWAL NIFTY NEXT 50 INDEX FUND - DIRECT GROWTH","25","INF247L01AC1","No","No","Yes"
"DSP04-DP","DSP04-DP","DSP EQUITY AND BOND FUND - IDCW PAYOUT","25","INF740K01326","No","No","Yes"
"UTFBD1-DP","UTFBD1-DP","UTI BALANCED ADVANTAGE FUND - DIRECT PLAN - PAYOUT OF IDCW OPTION","25","INF789F1AYW1","No","No","Yes"
"HSBCIID-DR","HSBCIID-DR","HSBC MEDIUM TO LONG DURATION FUND - IDCW REINVESTMENT","25","INF336L01792","No","No","Yes"
"BPCHRG-GR","BPCHRG-GR","BARODA BNP PARIBAS CONSERVATIVE HYBRID FUND GROWTH","25","INF251K01845","No","No","Yes"
"532388","IOB","Indian Overseas Bank","23.72","INE565A01014","No","No","Yes"
"RGF9D2-DP","RGF9D2-DP","INVESCO INDIA FLEXI CAP FUND-DIRECT PLAN - IDCW PAYOUT","25","INF205KA1486","No","No","Yes"
"EDOND1-GR","EDOND1-GR","EDELWEISS OVERNIGHT FUND - DIRECT PLAN - GROWTH","25","INF754K01JV9","No","Yes","Yes"
"TARFMGZ-GR","TARFMGZ-GR","TATA RETIREMENT SAVINGS FUND - MODERATE DIRECT PLAN - GROWTH","25","INF277K01QN3","No","No","Yes"
"8192-DR","8192-DR","ICICI PRUDENTIAL MEDIUM TERM BOND FUND - DIRECT PLAN - QUARTERLY IDCW REINVESTMENT","25","INF109K019A7","No","No","Yes"
"543277","LXCHEM","Laxmi Organic Industries LTD","20","INE576O01020","No","No","Yes"
"BPFORD-DR","BPFORD-DR","BARODA BNP PARIBAS FOCUSED FUND REGULAR IDCW REINVESTMENT","25","INF251K01PM2","No","No","Yes"
"EDELENADD-DP","EDELENADD-DP","EDELWEISS AGGRESSIVE HYBRID FUND - IDCW PAYOUT PLAN","25","INF754K01178","No","No","Yes"
"544256","PNGJL","P N GADGIL JEWELLERS LTD","20","INE953R01016","No","No","Yes"
"080A-DR","080A-DR","SBI CREDIT RISK FUND REGULAR IDCW REINVESTMENT","25","INF200K01701","No","No","Yes"
"HSFSID-DR","HSFSID-DR","HSBC LOW DURATION FUND - IDCW REINVESTMENT","25","INF677K01478","No","No","Yes"
"MHMLFRG-GR","MHMLFRG-GR","MAHINDRA MANULIFE LIQUID FUND - REGULAR - GROWTH","25","INF174V01010","No","Yes","Yes"
"INBCGP-GR","INBCGP-GR","GROWW LARGE CAP FUND - REGULAR PLAN - GROWTH OPTION","25","INF666M01162","No","No","Yes"
"DSP233-DP","DSP233-DP","DSP NATURAL RESOURCES AND NEW ENERGY FUND - REGULAR PLAN - IDCW PAYOUT","25","INF740K01045","No","No","Yes"
"540750","IEX","INDIAN ENERGY EXC LTD","20","INE022Q01020","No","No","Yes"
"UTMID2-GR","UTMID2-GR","UTI CONSERVATIVE HYBRID FUND-DIRECT GROWTH PLAN-GROWTH","25","INF789F01UJ7","No","No","Yes"
"SBNP91-DR","SBNP91-DR","SUNDARAM CONSUMPTION FUND REGULAR IDCW REINVESTMENT","25","INF903J01553","No","No","Yes"
"HSFCPMP-DP","HSFCPMP-DP","HSBC BALANCED ADVANTAGE FUND - IDCW PAYOUT","25","INF917K01KW8","No","No","Yes"
"UTGFG1-GR","UTGFG1-GR","UTI GILT FUND WITH 10 YEAR CONSTANT DURATION- DIRECT PLAN - GROWTH","25","INF789F1AVR7","No","Yes","Yes"
"LCNJG1-GR","LCNJG1-GR","LIC NIFTY NEXT 50 INDEX FUND - DIRECT PLAN - GROWTH","25","INF397L01AW2","No","No","Yes"
"SGBOCT26","SGBOCT26","2.50%GOLDBONDS2026SR-II","10","IN0020180249","No","Yes","Yes"
"DS742-GR","DS742-GR","DSP ULTRA SHORT FUND - DIRECT PLAN - GROWTH","25","INF740K01ON5","No","No","Yes"
"LDPQ-DP","LDPQ-DP","NIPPON INDIA LOW DURATION FUND - DIRECT QUARTERLY IDCW PLAN PAYOUT","25","INF204K01ZZ2","No","No","Yes"
"BS296DZ-DP","BS296DZ-DP","ADITYA BIRLA SUN LIFE PURE VALUE FUND - DIRECT PLAN-IDCW PAYOUT","25","INF209K01WP9","No","No","Yes"
"SB147RDW-DR","SB147RDW-DR","SBI MAGNUM LOW DURATION FUND REGULAR WEEKLY IDCW REINVESTMENT","25","INF200K01MS3","No","No","Yes"
"HDHMCDD-DP","HDHMCDD-DP","HDFC MULTI CAP FUND - DIRECT PLAN - IDCW PAYOUT OPTION","25","INF179KC1BT3","No","No","Yes"
"TASSFZ-GR","TASSFZ-GR","TATA ETHICAL FUND DIRECT PLAN GROWTH","25","INF277K01NG4","No","No","Yes"
"EDTCDP-DR","EDTCDP-DR","EDELWEISS TECHNOLOGY FUND - REGULAR PLAN - IDCW REINVESTMENT","25","INF754K01SI7","No","No","Yes"
"QUMFDP-DP","QUMFDP-DP","QUANT MANUFACTURING FUND - REGULAR PLAN IDCW - PAYOUT","25","INF966L01CO7","No","No","Yes"
"MOBCGP-GR","MOBCGP-GR","MOTILAL OSWAL BUSINESS CYCLE FUND - REGULAR PLAN - GROWTH","25","INF247L01DD3","No","No","Yes"
"UTIBOND-GR","UTIBOND-GR","UTI MEDIUM TO LONG DURATION FUND -REGULAR PLAN-GROWTH","25","INF789F01406","No","No","Yes"
"ICICI1569-DR-D","ICICI1569-DR-D","ICICI PRUDENTIAL MONEY MARKET FUND - DAILY IDCW REINVESTMENT","25","INF109K01TY9","No","Yes","Yes"
"RGEFD1-GR","RGEFD1-GR","INVESCO INDIA BALANCED ADVANTAGE FUND - DIRECT PLAN GROWTH","25","INF205K01LN5","No","No","Yes"
"RELRSFB-GR","RELRSFB-GR","NIPPON INDIA EQUITY HYBRID FUND GROWTH PLAN","25","INF204K01FW1","No","No","Yes"
"DS812-GR","DS812-GR","DSP DYNAMIC ASSET ALLOCATION FUND - DIR - GROWTH","25","INF740K01K81","No","No","Yes"
"544286","NIVABUPA","NIVA BUPA HEALTH INS CO L","50","INE995S01015","No","No","Yes"
"UTDBD1-DP","UTDBD1-DP","UTI DYNAMIC BOND FUND-DIRECT QUARTERLY DIVIDEND PLAN-IDCW PAYOUT","25","INF789F01XB8","No","No","Yes"
"ICICI1571-GR","ICICI1571-GR","ICICI PRUDENTIAL MONEY MARKET FUND - GROWTH","25","INF109K01TX1","No","Yes","Yes"
"BJFXRD-DR","BJFXRD-DR","BAJAJ FINSERV FLEXI CAP FUND REGULAR PLAN - IDCW REINVESTMENT","25","INF0QA701417","No","No","Yes"
"UTIMNC-DP","UTIMNC-DP","UTI MNC FUND - IDCW PAYOUT PLAN","25","INF789F01828","No","No","Yes"
"BPNSRG-GR","BPNSRG-GR","BARODA BNP PARIBAS NIFTY SDL DECEMBER 2026 INDEX FUND REGULAR PLAN GROWTH","25","INF251K01RI6","No","No","Yes"
"HDHFRDP-DP","HDHFRDP-DP","HDFC MANUFACTURING FUND - REGULAR PLAN - IDCW PAYOUT","25","INF179KC1IG5","No","No","Yes"
"SBD007G-GR","SBD007G-GR","SBI ESG EXCLUSIONARY STRATEGY FUND DIRECT GROWTH","25","INF200K01SE0","No","No","Yes"
"590066","KCP","KCP Limited","22.82","INE805C01028","No","No","Yes"
"TAAFG-GR","TAAFG-GR","TATA ARBITRAGE FUND REGULAR PLAN GROWTH","25","INF277K015Q7","No","No","Yes"
"MOLCDP-DP","MOLCDP-DP","MOTILAL OSWAL LARGE CAP FUND - REGULAR PLAN - IDCW PAYOUT","25","INF247L01CC7","No","No","Yes"
"RMFSFDP-DR-A","RMFSFDP-DR-A","NIPPON INDIA INDEX FUND - BSE SENSEX PLAN- ANNUAL IDCW REINVESTMENT","25","INF204K01IT1","No","No","Yes"
"CAINDG-GR","CAINDG-GR","CANARA ROBECO INFRASTRUCTUREDIRECT GROWTHGROWTH","25","INF760K01FO9","No","No","Yes"
"IDD326-DP","IDD326-DP","BANDHAN BOND FUND - SHORT TERM PLAN- DIRECT PLAN- QUARTERLY IDCW PAYOUT","25","INF194KA18K4","No","No","Yes"
"BS55B-GR","BS55B-GR","ADITYA BIRLA SUN LIFE RETIREMENT FUND - THE 30S PLAN REGULAR GROWTH","25","INF209KB1H99","No","No","Yes"
"QUPED1-DP","QUPED1-DP","QUANT FLEXI CAP FUND DIRECT PLAN - IDCW PAYOUT","25","INF966L01895","No","No","Yes"
"TACBFGZ-GR","TACBFGZ-GR","TATA CORPORATE BOND FUND-DIRECT PLAN-GROWTH","25","INF277KA1224","No","No","Yes"
"AXN6DP-DP","AXN6DP-DP","AXIS NIFTY NEXT 50 INDEX FUND REGULAR IDCW PAYOUT","25","INF846K013F7","No","No","Yes"
"MAPFRD-DR","MAPFRD-DR","MIRAE ASSET AGGRESSIVE HYBRID FUND - REGULAR PLAN - IDCW REINVESTMENT","25","INF769K01DG1","No","No","Yes"
"IC9674P-DP","IC9674P-DP","ICICI PRUDENTIAL SILVER ETF FUND OF FUND DIRECT PLAN IDCW PAYOUT","25","INF109KC1Z06","No","No","Yes"
"ICICIACPD-DR","ICICIACPD-DR","ICICI PRUDENTIAL INCOME OPTIMIZER FUND (FOF) - IDCW REINVESTMENT","25","INF109K01829","No","No","Yes"
"512070","UPL","UPL Limited","20","INE628A01036","No","No","Yes"
"IDFCMP-DR","IDFCMP-DR","BANDHAN ASSET ALLOCATION FUND OF FUND-MODERATE PLAN-REGULAR PLAN-IDCW REINVESTMENT","25","INF194K01AD5","No","No","Yes"
"F224-DR","F224-DR","TEMPLETON INDIA EQUITY INCOME FUND-IDCW REINVESTMENT","25","INF090I01940","No","No","Yes"
"500800","TATACONSUM","TATA CONSUMER PRODUCT LTD","15","INE192A01025","No","No","Yes"
"AXQFDP-DP","AXQFDP-DP","AXIS QUANT FUND REGULAR IDCW PAYOUT","25","INF846K012A0","No","No","Yes"
"8086-GR","8086-GR","ICICI PRUDENTIAL SAVINGS FUND - DIRECT PLAN - GROWTH","25","INF109K01O82","No","No","Yes"
"BPESGP-GR","BPESGP-GR","BARODA BNP PARIBAS EQUITY SAVINGS FUND REGULAR GROWTH","25","INF955L01II9","No","No","Yes"
"B301G","B301G","ADITYA BIRLA SUN LIFE INCOME FUND - GROWTH-REGULAR PLAN","25","INF209K01579","No","No","Yes"
"RGISD2-DR","RGISD2-DR","INVESCO INDIA INFRASTRUCTURE FUND - DIRECT PLAN IDCW REINVESTMENT","25","INF205K01MC6","No","No","Yes"
"LCIRD1-DDP","LCIRD1-DDP","LIC MF INFRASTRUCTURE FUND-DIRECT - DIVIDEND PLAN-IDCW PAYOUT","25","INF767K01GV7","No","No","Yes"
"MAOND1-GR","MAOND1-GR","MIRAE ASSET OVERNIGHT FUND - DIRECT PLAN - GROWTH","25","INF769K01FG6","No","Yes","Yes"
"TANMD-DR","TANMD-DR","TATA NIFTY MIDCAP 150 MOMENTUM 50 INDEX FUND - REGULAR PLAN - IDCW REINVESTMENT","25","INF277KA1653","No","No","Yes"
"094G","094G","SBI MAGNUM COMMA FUND - GROWTH","25","INF200K01339","No","No","Yes"
"QUMOD1-DR","QUMOD1-DR","QUANT MOMENTUM FUND - DIRECT PLAN IDCW - REINVESTMENT","25","INF966L01DB2","No","No","Yes"
"FMDP-DR","FMDP-DR","MOTILAL OSWAL MIDCAP FUND - REGULAR IDCW REINVESTMENT","25","INF247L01429","No","No","Yes"
"532540","TCS","Tata Consultancy Services Limi","15","INE467B01029","No","No","Yes"
"CATADG-GR","CATADG-GR","CANARA ROBECO ULTRA SHORT TERM FUND DIRECT GROWTH","25","INF760K01GM1","No","No","Yes"
"UTMQGP-GR","UTMQGP-GR","UTI NIFTY MIDCAP 150 QUALITY 50 INDEX FUND - REGULAR PLAN GROWTH","25","INF789F1AVG0","No","No","Yes"
"IF218-DR","IF218-DR","BANDHAN EQUITY SAVINGS FUND REGULAR MONTHLY IDCW REINVESTMENT","25","INF194K01607","No","No","Yes"
"HDMTNDR-DR","HDMTNDR-DR","HDFC CORPORATE BOND FUND - REGULAR PLAN - NORMAL IDCW REINVESTMENT","25","INF179KA1D25","No","No","Yes"
"EDPSRG-GR","EDPSRG-GR","EDELWEISS BANKING AND PSU DEBT FUND - REGULAR PLAN - GROWTH OPTION","25","INF843K01FK1","No","No","Yes"
"ICICI1482-DR","ICICI1482-DR","ICICI PRUDENTIAL CORPORATE BOND FUND - QUARTERLY IDCW REINVESTMENT","25","INF109K01SO2","No","No","Yes"
"532541","COFORGE","COFORGE LIMITED","20","INE591G01017","No","No","Yes"
"SB623D-DP","SB623D-DP","SBI RETIREMENT BENEFIT FUND AGGRESSIVE PLAN - REGULAR PLAN IDCW PAYOUT","25","INF200KA1S48","No","No","Yes"
"LCINND-DP","LCINND-DP","LIC NIFTY 50 INDEX FUND - REGULAR PLAN - IDCW - IDCW PAYOUT","25","INF767K01154","No","No","Yes"
"8019-GR","8019-GR","ICICI PRUDENTIAL TECHNOLOGY FUND - DIRECT PLAN - GROWTH","25","INF109K01Z48","No","No","Yes"
"UTESQD-DP","UTESQD-DP","UTI EQUITY SAVINGS FUND - REGULAR QUARTERLY DIVIDEND PLAN - IDCW PAYOUT","25","INF789F1A835","No","No","Yes"
"AXSPGP-GR","AXSPGP-GR","AXIS BSE SENSEX INDEX FUND - REGULAR PLAN - GROWTH","25","INF846K014V2","No","No","Yes"
"532683","AIAENG","AIA Engineering Limited","20","INE212H01026","No","No","Yes"
"52-DP","52-DP","ADITYA BIRLA SUN LIFE FLEXI CAP FUND - IDCW PAYOUT","25","INF209K01AQ3","No","No","Yes"
"BAFEFRQ-DR-Q","BAFEFRQ-DR-Q","BANK OF INDIA LARGE AND MID CAP EQUITY FUND REGULAR PLAN - QUARTERLY IDCW REINVESTMENT","25","INF761K01124","No","No","Yes"
"42-DP","42-DP","SBI CONSERVATIVE HYBRID FUND REGULAR QUARTERLY IDCW PAYOUT","25","INF200K01883","No","No","Yes"
"B321MD-DP","B321MD-DP","ADITYA BIRLA SUN LIFE DYNAMIC BONDRETAIL-MONTHLY IDCW PAYOUT","25","INF209K01801","No","No","Yes"
"590071","SUNDARMFIN","Sundaram Finance Limited","20","INE660A01013","No","No","Yes"
"ICICIAAPDP-DP","ICICIAAPDP-DP","ICICI PRUDENTIAL PASSIVE STRATEGY FUND (FOF) - IDCW PAYOUT","25","INF109K01DW7","No","No","Yes"
"LCSDGP-GR","LCSDGP-GR","LIC SHORT DURATION FUND - REGULAR PLAN - GROWTH","25","INF767K01PT2","No","No","Yes"
"MHMBYRP-DP","MHMBYRP-DP","MAHINDRA MANULIFE MULTI CAP FUND - REGULAR - IDCW PAYOUT","25","INF174V01333","No","No","Yes"
"D239-GR","D239-GR","BANDHAN ASSET ALLOCATION FUND OF FUND-MODERATE PLAN-DIRECT PLAN-GROWTH","25","INF194K019A3","No","No","Yes"
"544225","OLAELEC","OLA ELECTRIC MOBILITY LTD","21.88","INE0LXG01040","No","No","Yes"
"500214","IONEXCHANG","ION EXCHANGE (INDIA) LTD","20.97","INE570A01022","No","No","Yes"
"QUEFD1-DP","QUEFD1-DP","QUANT ESG EQUITY FUND - DIRECT PLAN - IDCW PAYOUT","25","INF966L01AE2","No","No","Yes"
"BXBA066-GR","BXBA066-GR","BANK OF INDIA MANUFACTURING AND INFRASTRUCTURE FUNDDIRECT GROWTH","25","INF761K01702","No","No","Yes"
"BPBPGP-GR","BPBPGP-GR","BARODA BNP PARIBAS BANKING AND PSU BOND FUND - REGULAR PLAN GROWTH","25","INF955L01JX6","No","No","Yes"
"FR303P-DP","FR303P-DP","FRANKLIN ASIAN EQUITY FUND-IDCW PAYOUT","25","INF090I01999","No","No","Yes"
"LCSTGP-GR","LCSTGP-GR","LIC MF LOW DURATION FUND-REGULAR PLAN-GROWTH","25","INF767K01AO5","No","No","Yes"
"KO485D-GR","KO485D-GR","KOTAK FOCUSED EQUITY FUND - DIRECT PLAN - GROWTH","25","INF174KA1EN7","No","No","Yes"
"MHMFCDG-GR","MHMFCDG-GR","MAHINDRA MANULIFE FLEXI CAP FUND - DIRECT PLAN - GROWTH","25","INF174V01AS2","No","No","Yes"
"RLNPAG-GR","RLNPAG-GR","NIPPON INDIA NIFTY MIDCAP 150 INDEX FUND DIRECT PLAN GROWTH","25","INF204KB18Z7","No","No","Yes"
"526829","CONFIPET","CONFIDENCE PETRO IND LTD.","21.9","INE552D01024","No","No","Yes"
"520051","JAMNAAUTO","Jamna Auto Industries Limited","20","INE039C01032","No","No","Yes"
"LCMIGP-GR","LCMIGP-GR","LIC MF CONSERVATIVE HYBRID FUND-REGULAR PLAN-GROWTH","25","INF767K01808","No","No","Yes"
"KO269-GR","KO269-GR","KOTAK NIFTY SDL APR2032 TOP 12 EQUAL WEIGHT INDEX FUND-REGULAR PLAN - GROWTH","25","INF174KA1IO6","No","No","Yes"
"SBD48IG-GR","SBD48IG-GR","SBI SHORT TERM DEBT FUND - DIRECT PLAN - GROWTH","25","INF200K01VE4","No","No","Yes"
"IC3545-GR","IC3545-GR","ICICI PRUDENTIAL NIFTY LARGEMIDCAP 250 INDEX FUND - REGULAR PLAN - GROWTH","25","INF109KC15U3","No","No","Yes"
"QUGFDG-GR","QUGFDG-GR","QUANT ACTIVE FUND DIRECT PLAN - GROWTH","25","INF966L01614","No","No","Yes"
"8187-DR","8187-DR","ICICI PRUDENTIAL REGULAR SAVINGS FUND - DIRECT PLAN - QUARTERLY IDCW REINVESTMENT","25","INF109K01S96","No","No","Yes"
"KO477-GR","KO477-GR","KOTAK BALANCED ADVANTAGE FUND -REGULAR PLAN - GROWTH","25","INF174KA1186","No","No","Yes"
"SULCZD-DP","SULCZD-DP","SUNDARAM FOCUSED FUND - DIRECT  HALF YEARLY IDCW PAYOUT","25","INF173K01EM2","No","No","Yes"
"SUBCDG-GR","SUBCDG-GR","SUNDARAM LARGE CAP FUND -  DIRECT PLAN GROWTH","25","INF903JA1JC0","No","No","Yes"
"BS120Y-GR","BS120Y-GR","ADITYA BIRLA SUN LIFE NIFTY SDL SEP 2027 INDEX FUND- DIRECT PLAN GROWTH","25","INF209KB16T3","No","No","Yes"
"TSAD-DP","TSAD-DP","NIPPON INDIA ELSS TAX SAVER FUND - DIRECT PLAN DIVIDEND PLAN IDCW PAYOUT","25","INF204K01L30","No","No","Yes"
"8131P-DP","8131P-DP","ICICI PRUDENTIAL REGULAR GOLD SAVINGS FUND (FOF) - DIRECT PLAN - IDCW PAYOUT","25","INF109K01U76","No","No","Yes"
"SU540-DR","SU540-DR","SUNDARAM INFRASTRUCTURE ADVANTAGE FUND DIRECT IDCW REINVESTMENT","25","INF903J01G18","No","No","Yes"
"BADD-DP","BADD-DP","JM VALUE FUND (DIRECT) - IDCW PAYOUT OPTION","25","INF192K01BR7","No","No","Yes"
"AXASDG-GR","AXASDG-GR","AXIS ALL SEASONS DEBT FUND OF FUNDS DIRECT GROWTH","25","INF846K01U09","No","No","Yes"
"B321MD-DR","B321MD-DR","ADITYA BIRLA SUN LIFE DYNAMIC BONDRETAIL-MONTHLY IDCW REINVESTMENT","25","INF209K01DG8","No","No","Yes"
"BFDP-DR","BFDP-DR","NIPPON INDIA BANKING AND FINANCIAL SERVICES FUND DIVIDEND PLAN IDCW REINVESTMENT OPT","25","INF204K01901","No","No","Yes"
"TAGROGZ-GR","TAGROGZ-GR","TATA MID CAP GROWTH FUND DIRECT PLAN GROWTH","25","INF277K01PY2","No","No","Yes"
"INNSGP-GR","INNSGP-GR","GROWW NIFTY SMALLCAP 250 INDEX FUND - REGULAR PLAN - GROWTH","25","INF666M01HV5","No","No","Yes"
"RMFNFDP-DR-A","RMFNFDP-DR-A","NIPPON INDIA INDEX FUND - NIFTY 50 PLAN - ANNUAL IDCW REINVESTMENT","25","INF204K01IL8","No","No","Yes"
"HDHODRR-DR","HDHODRR-DR","HDFC HOUSING OPPORTUNITIES FUND - REGULAR PLAN - IDCW REINVESTMENT OPTION","25","INF179KC1AZ2","No","No","Yes"
"HSLEBDP-DP","HSLEBDP-DP","HSBC SMALL CAP FUND DIRECT IDCW PAYOUT","25","INF917K01PZ0","No","No","Yes"
"IC9601-DR","IC9601-DR","ICICI PRUDENTIAL COMMODITIES FUND DIRECT PLAN IDCW REINVESTMENT","25","INF109KC1G09","No","No","Yes"
"IDD349-GR","IDD349-GR","BANDHAN CRISIL IBX GILT JUNE 2027 INDEX FUND DIRECT PLAN-GROWTH","25","INF194KB1BP3","No","Yes","Yes"
"RLNKGP-GR","RLNKGP-GR","NIPPON INDIA NIFTY G-SEC- SEP 2027 MATURITY INDEX FUND GROWTH PLAN","25","INF204KC1857","No","Yes","Yes"
"BS303WZ-DP","BS303WZ-DP","ADITYA BIRLA SUN LIFE MEDIUM TERM PLAN - QUARTERLY DIRECT PLAN-IDCW PAYOUT","25","INF209KA1KP8","No","No","Yes"
"533398","MUTHOOTFIN","Muthoot Finance Limited","20","INE414G01012","No","No","Yes"
"TAREFGZ-GR","TAREFGZ-GR","TATA RESOURCES AND ENERGY FUND DIRECT PLAN GROWTH","25","INF277K015B9","No","No","Yes"
"SBD57DP-DP","SBD57DP-DP","SBI OVERNIGHT FUND DIRECT WEEKLY IDCW PAYOUT","25","INF200K01TL3","No","Yes","Yes"
"ICICI1565-GR","ICICI1565-GR","ICICI PRUDENTIAL LIQUID FUND - GROWTH","25","INF109K01VQ1","No","Yes","Yes"
"533293","KIRLOSENG","Kirloskar Oil Engines Limited","20.67","INE146L01010","No","No","Yes"
"CAOFDG-GR","CAOFDG-GR","CANARA ROBECO OVERNIGHT FUND DIRECT GROWTH","25","INF760K01JM5","No","Yes","Yes"
"RELMIP-DR-M","RELMIP-DR-M","NIPPON INDIA HYBRID BOND FUND - MONTHLY IDCW REINVESTMENT","25","INF204K01FF6","No","No","Yes"
"AXCUDG-GR","AXCUDG-GR","AXIS CRISIL IBX SDL JUNE 2034 DEBT INDEX FUND - DIRECT PLAN - GROWTH","25","INF846K019V1","No","No","Yes"
"CRETGP-GR","CRETGP-GR","CANARA ROBECO ELSS TAX SAVER FUND REGULAR - GROWTH","25","INF760K01100","No","No","Yes"
"SHRIPISTON","SHRIPISTON","SHRIRAM PIST. & RING LTD","21.04","INE526E01018","No","No","Yes"
"SEAD-DP","SEAD-DP","NIPPON INDIA VALUE FUND DIRECT PLAN DIVIDEND PLAN IDCW PAYOUT","25","INF204K01K23","No","No","Yes"
"590095","GOLDBEES","BENCHMARK GOLDBEES","20","INF204KB17I5","No","No","Yes"
"EDERD1-GR","EDERD1-GR","EDELWEISS FLEXI CAP FUND - DIRECT PLAN GROWTH","25","INF843K01KK1","No","No","Yes"
"AXFAFGP-GR","AXFAFGP-GR","AXIS FOCUSED FUND - REGULAR GROWTH","25","INF846K01CH7","No","No","Yes"
"DS645-GR","DS645-GR","DSP MULTI ASSET ALLOCATION FUND - REGULAR - GROWTH","25","INF740KA1TB5","No","No","Yes"
"BAMPDD-DR","BAMPDD-DR","BANK OF INDIA FLEXI CAP FUND DIRECT PLAN - IDCW REINVESTMENT","25","INF761K01FG3","No","No","Yes"
"517300","GIPCL","Gujarat Industries Power Compa","23.76","INE162A01010","No","No","Yes"
"MAFICRD-DR","MAFICRD-DR","MIRAE ASSET GREAT CONSUMER FUND - REGULAR IDCW REINVESTMENT PLAN","25","INF769K01143","No","No","Yes"
"BPMCRD-DR","BPMCRD-DR","BARODA BNP PARIBAS MID CAP FUND IDCW REINVESTMENT","25","INF251K01AY9","No","No","Yes"
"MFDP-DR","MFDP-DR","MOTILAL OSWAL FOCUSED FUND - REGULAR IDCW REINVESTMENT","25","INF247L01163","No","No","Yes"
"CRMOGP-GR","CRMOGP-GR","CANARA ROBECO CORPORATE BOND FUND REGULAR GROWTH","25","INF760K01GY6","No","No","Yes"
"IFMTM-DR","IFMTM-DR","BANDHAN BOND FUND - MEDIUM TERM PLAN - MONTHLY - IDCW REINVESTMENT","25","INF194K01KB8","No","No","Yes"
